0.500000,0.500000,1.000000,0.000000
0.499962,0.500038,1.000000,0.000000
0.499704,0.500296,1.000000,0.000000
0.499084,0.500916,1.000000,0.000000
0.498256,0.501744,1.000000,0.000000
0.497524,0.502476,1.000000,0.000000
0.497030,0.502970,1.000000,0.000000
0.496713,0.503287,1.000000,0.000000
0.496515,0.503485,1.000000,0.000000
0.496432,0.503568,1.000000,0.000000
0.496483,0.503517,1.000000,0.000000
0.496631,0.503369,1.000000,0.000000
0.496788,0.503212,1.000000,0.000000
0.496894,0.503106,1.000000,0.000000
0.496909,0.503091,1.000000,0.000000
0.496806,0.503194,1.000000,0.000000
0.496570,0.503430,1.000000,0.000000
0.496189,0.503811,1.000000,0.000000
0.495660,0.504340,1.000000,0.000000
0.495037,0.504963,1.000000,0.000000
0.494410,0.505590,1.000000,0.000000
0.493839,0.506161,1.000000,0.000000
0.493363,0.506637,1.000000,0.000000
0.493006,0.506994,1.000000,0.000000
0.492771,0.507229,1.000000,0.000000
0.492621,0.507379,1.000000,0.000000
0.492525,0.507475,1.000000,0.000000
0.492464,0.507536,1.000000,0.000000
0.492425,0.507575,1.000000,0.000000
0.492400,0.507600,1.000000,0.000000
0.492396,0.507604,1.000000,0.000000
0.492419,0.507581,1.000000,0.000000
0.492474,0.507526,1.000000,0.000000
0.492564,0.507436,1.000000,0.000000
0.492690,0.507310,1.000000,0.000000
0.492844,0.507156,1.000000,0.000000
0.493001,0.506999,1.000000,0.000000
0.493146,0.506854,1.000000,0.000000
0.493269,0.506731,1.000000,0.000000
0.493363,0.506637,1.000000,0.000000
0.493422,0.506578,0.999993,0.000007
0.493436,0.506564,0.999992,0.000008
0.493395,0.506605,0.999977,0.000023
0.493292,0.506708,0.999991,0.000009
0.493123,0.506877,0.999944,0.000056
0.492888,0.507112,0.999973,0.000027
0.492582,0.507418,0.999831,0.000169
0.492209,0.507791,0.999774,0.000226
0.491754,0.508246,0.999366,0.000634
0.491244,0.508756,0.998827,0.001173
0.490541,0.509459,0.997313,0.002687
0.489743,0.510257,0.994502,0.005498
0.487208,0.512792,0.988093,0.011907
0.481185,0.518815,0.997843,0.002157
0.482982,0.517018,0.995652,0.004348
0.482526,0.517474,0.990523,0.009477
0.477483,0.522517,0.998165,0.001835
0.480187,0.519813,0.996334,0.003666
0.481270,0.518730,0.991982,0.008018
0.477090,0.522910,0.998411,0.001589
0.479758,0.520242,0.996839,0.003161
0.481739,0.518261,0.993072,0.006928
0.478069,0.521931,0.998617,0.001383
0.480271,0.519729,0.997264,0.002736
0.482641,0.517359,0.993985,0.006015
0.479255,0.520745,0.998786,0.001214
0.480932,0.519068,0.997620,0.002380
0.483414,0.516586,0.994742,0.005258
0.480279,0.519721,0.989030,0.010970
0.475043,0.524957,0.998320,0.001680
0.479077,0.520923,0.996219,0.003781
0.479898,0.520102,0.992181,0.007819
0.476272,0.523728,0.998870,0.001130
0.479542,0.520458,0.997375,0.002625
0.482330,0.517670,0.994651,0.005349
0.479667,0.520333,0.988400,0.011600
0.474054,0.525946,0.997756,0.002244
0.478683,0.521317,0.995472,0.004528
0.478239,0.521761,0.990139,0.009861
0.474117,0.525883,0.998037,0.001963
0.478726,0.521274,0.996060,0.003940
0.479656,0.520344,0.991405,0.008595
0.476402,0.523598,0.998307,0.001693
0.480175,0.519825,0.996589,0.003411
0.481852,0.518148,0.992591,0.007409
0.479009,0.520991,0.998615,0.001385
0.481791,0.518209,0.997145,0.002855
0.483897,0.516103,0.993894,0.006106
0.481267,0.518733,0.998996,0.001004
0.483171,0.516829,0.997803,0.002197
0.485455,0.514545,0.995438,0.004562
0.483236,0.516764,0.990163,0.009837
0.480470,0.519530,0.998179,0.001821
0.483406,0.516594,0.996324,0.003676
0.483008,0.516992,0.991981,0.008019
0.480999,0.519001,0.998436,0.001564
0.483568,0.516432,0.996899,0.003101
0.484044,0.515956,0.993186,0.006814
0.482270,0.517730,0.998643,0.001357
0.484264,0.515736,0.997337,0.002663
0.485127,0.514873,0.994126,0.005874
0.483397,0.516603,0.998821,0.001179
0.484904,0.515096,0.997701,0.002299
0.485953,0.514047,0.994914,0.005086
0.484401,0.515599,0.989387,0.010613
0.478870,0.521130,0.998430,0.001570
0.481706,0.518294,0.996477,0.003523
0.483518,0.516482,0.992697,0.007303
0.479729,0.520271,0.998959,0.001041
0.481996,0.518004,0.997610,0.002390
0.484848,0.515152,0.995097,0.004903
0.482095,0.517905,0.989407,0.010593
0.479209,0.520791,0.998032,0.001968
0.482721,0.517279,0.995993,0.004007
0.481838,0.518162,0.991308,0.008692
0.479762,0.520238,0.998347,0.001653
0.482860,0.517140,0.996668,0.003332
0.483151,0.516849,0.992735,0.007265
0.481394,0.518606,0.998594,0.001406
0.483752,0.516248,0.997204,0.002796
0.484596,0.515404,0.993861,0.006139
0.482910,0.517090,0.998782,0.001218
0.484617,0.515383,0.997618,0.002382
0.485668,0.514332,0.994726,0.005274
0.484152,0.515848,0.989010,0.010990
0.478143,0.521857,0.998394,0.001606
0.481135,0.518865,0.996363,0.003637
0.483195,0.516805,0.992496,0.007504
0.479065,0.520935,0.998963,0.001037
0.481438,0.518562,0.997581,0.002419
0.484588,0.515412,0.995064,0.004936
0.481624,0.518376,0.989324,0.010676
0.479099,0.520901,0.998022,0.001978
0.482734,0.517266,0.995929,0.004071
0.481582,0.518418,0.991254,0.008746
0.479681,0.520319,0.998464,0.001536
0.482848,0.517152,0.996750,0.003250
0.483235,0.516765,0.993038,0.006962
0.481572,0.518428,0.998732,0.001268
0.483849,0.516151,0.997444,0.002556
0.484919,0.515081,0.994401,0.005599
0.483370,0.516630,0.998886,0.001114
0.484889,0.515111,0.997838,0.002162
0.486016,0.513984,0.995190,0.004810
0.484607,0.515393,0.990000,0.010000
0.479650,0.520350,0.998568,0.001432
0.482295,0.517705,0.996734,0.003266
0.484092,0.515908,0.993280,0.006720
0.480749,0.519251,0.999098,0.000902
0.482769,0.517231,0.997873,0.002127
0.485364,0.514636,0.995686,0.004314
0.483039,0.516961,0.990632,0.009368
0.481557,0.518443,0.998231,0.001769
0.484287,0.515713,0.996432,0.003568
0.483407,0.516593,0.992231,0.007769
0.482187,0.517813,0.998516,0.001484
0.484498,0.515502,0.997028,0.002972
0.484530,0.515470,0.993506,0.006494
0.483337,0.516663,0.998748,0.001252
0.485098,0.514902,0.997514,0.002486
0.485608,0.514392,0.994543,0.005457
0.484561,0.515439,0.988579,0.011421
0.477811,0.522189,0.998284,0.001716
0.480606,0.519394,0.996177,0.003823
0.483032,0.516968,0.992055,0.007945
0.478207,0.521793,0.998849,0.001151
0.480581,0.519419,0.997368,0.002632
0.484147,0.515853,0.994598,0.005402
0.480569,0.519431,0.988324,0.011676
0.477324,0.522676,0.997796,0.002204
0.481693,0.518307,0.995523,0.004477
0.479988,0.520012,0.990274,0.009726
0.477775,0.522225,0.998107,0.001893
0.481753,0.518247,0.996197,0.003803
0.481385,0.518615,0.991696,0.008304
0.479646,0.520354,0.998362,0.001638
0.482779,0.517221,0.996740,0.003260
0.483154,0.516846,0.992857,0.007143
0.481531,0.518469,0.998596,0.001404
0.483854,0.516146,0.997207,0.002793
0.484642,0.515358,0.993896,0.006104
0.482995,0.517005,0.998851,0.001149
0.484696,0.515304,0.997660,0.002340
0.485777,0.514223,0.994970,0.005030
0.484287,0.515713,0.989324,0.010676
0.478848,0.521152,0.998274,0.001726
0.481716,0.518284,0.996240,0.003760
0.483105,0.516895,0.992141,0.007859
0.479131,0.520869,0.998844,0.001156
0.481674,0.518326,0.997357,0.002643
0.484479,0.515521,0.994587,0.005413
0.481531,0.518469,0.988283,0.011717
0.476995,0.523005,0.997786,0.002214
0.481175,0.518825,0.995518,0.004482
0.480212,0.519788,0.990252,0.009748
0.476967,0.523033,0.998101,0.001899
0.480967,0.519033,0.996183,0.003817
0.481315,0.518685,0.991676,0.008324
0.478747,0.521253,0.998374,0.001626
0.481955,0.518045,0.996746,0.003254
0.483030,0.516970,0.992889,0.007111
0.480747,0.519253,0.998614,0.001386
0.483114,0.516886,0.997242,0.002758
0.484539,0.515461,0.993956,0.006044
0.482376,0.517624,0.998818,0.001182
0.484069,0.515931,0.997666,0.002334
0.485618,0.514382,0.994864,0.005136
0.483666,0.516334,0.989261,0.010739
0.478456,0.521544,0.998382,0.001618
0.481609,0.518391,0.996386,0.003614
0.483032,0.516968,0.992497,0.007503
0.479481,0.520519,0.998918,0.001082
0.481991,0.518009,0.997520,0.002480
0.484670,0.515330,0.994913,0.005087
0.482068,0.517932,0.989004,0.010996
0.478185,0.521815,0.997948,0.002052
0.481917,0.518083,0.995834,0.004166
0.481301,0.518699,0.990946,0.009054
0.478518,0.521482,0.998251,0.001749
0.481934,0.518066,0.996495,0.003505
0.482498,0.517502,0.992336,0.007664
0.480227,0.519773,0.998487,0.001513
0.482887,0.517113,0.997008,0.002992
0.483979,0.516021,0.993419,0.006581
0.481888,0.518112,0.998682,0.001318
0.483853,0.516147,0.997416,0.002584
0.485152,0.514848,0.994302,0.005698
0.483121,0.516879,0.998868,0.001132
0.484579,0.515421,0.997766,0.002234
0.485984,0.514016,0.995109,0.004891
0.484142,0.515858,0.989715,0.010285
0.479461,0.520539,0.998356,0.001644
0.482311,0.517689,0.968605,0.031395
0.482974,0.517026,0.994733,0.005267
0.482051,0.517949,0.988721,0.011279
0.475697,0.524303,0.997964,0.002036
0.479391,0.520609,0.995832,0.004168
0.480868,0.519132,0.990957,0.009043
0.476074,0.523926,0.998248,0.001752
0.479408,0.520592,0.996495,0.003505
0.481800,0.518200,0.992324,0.007676
0.477739,0.522261,0.998464,0.001536
0.480266,0.519734,0.996971,0.003029
0.482861,0.517139,0.993328,0.006672
0.479099,0.520901,0.998644,0.001356
0.480925,0.519075,0.997349,0.002651
0.483536,0.516464,0.994141,0.005859
0.479957,0.520043,0.998799,0.001201
0.481301,0.518699,0.997664,0.002336
0.483911,0.516089,0.994824,0.005176
0.480523,0.519477,0.989210,0.010790
0.476139,0.523861,0.998353,0.001647
0.479973,0.520027,0.996298,0.003702
0.480282,0.519718,0.992335,0.007665
0.477239,0.522761,0.998881,0.001119
0.480310,0.519690,0.997423,0.002577
0.482512,0.517488,0.994725,0.005275
0.480218,0.519782,0.988588,0.011412
0.474063,0.525937,0.997831,0.002169
0.478240,0.521760,0.995600,0.004400
0.478294,0.521706,0.990437,0.009563
