4.000000,4.000000,0.000000
4.001150,4.000000,0.000003
4.009340,4.000000,0.000006
4.031680,4.000000,0.000022
4.075282,4.000003,0.000106
4.147257,4.000019,0.000390
4.254716,4.000098,0.001150
4.404769,4.000387,0.002866
4.604526,4.001273,0.006286
4.861091,4.003622,0.012479
5.181507,4.009173,0.022833
5.568274,4.020919,0.038798
6.015039,4.043048,0.061298
6.514183,4.080734,0.090657
7.057703,4.139645,0.126559
7.637141,4.225267,0.168106
8.243618,4.342198,0.213993
8.867988,4.493556,0.262718
9.501085,4.680616,0.312807
10.134001,4.902702,0.362966
10.758470,5.157347,0.412176
11.369986,5.442033,0.459930
11.967454,5.755139,0.506154
12.550068,6.095096,0.550906
13.117137,6.460399,0.594324
13.668042,6.849656,0.636602
14.202198,7.261600,0.677962
14.719018,7.695097,0.718644
15.217885,8.149140,0.758900
15.698125,8.622843,0.798987
16.158946,9.115379,0.839157
16.599133,9.625598,0.879633
17.017259,10.152127,0.920612
17.411893,10.693551,0.962277
17.781612,11.248391,1.004788
18.125024,11.815085,1.048267
18.440797,12.391959,1.092783
18.727712,12.977206,1.138330
18.984732,13.568865,1.184797
19.211084,14.164812,1.231944
19.406450,14.763030,1.279391
19.571231,15.362503,1.326656
19.706236,15.962476,1.373073
19.812694,16.562214,1.417745
19.892392,17.161057,1.459529
19.947805,17.758497,1.497041
19.982220,18.354259,1.528686
19.999833,18.948373,1.552699
20.005830,19.541207,1.567222
20.006412,20.133424,1.570556
20.007824,20.725884,1.564916
20.014673,21.319538,1.552262
20.030917,21.915243,1.533510
20.060044,22.513697,1.509575
20.105107,23.115412,1.481342
20.168751,23.720718,1.449636
20.253252,24.329773,1.415215
20.360556,24.942590,1.378753
20.492318,25.559060,1.340833
20.649936,26.178919,1.301952
20.834272,26.800815,1.262576
21.045582,27.422607,1.223132
21.283718,28.042213,1.183950
21.548195,28.657654,1.145273
21.838255,29.267077,1.107263
22.152925,29.868757,1.070016
22.491067,30.461095,1.033571
22.851420,31.042611,0.997926
23.232637,31.611938,0.963046
23.633395,32.167925,0.928866
24.052757,32.710017,0.895273
24.489966,33.237822,0.862138
24.944334,33.750931,0.829325
25.415241,34.248905,0.796699
25.902124,34.731271,0.764120
26.404476,35.197505,0.731452
26.921833,35.647029,0.698555
27.453767,36.079205,0.665294
27.999873,36.493324,0.631536
28.559680,36.888552,0.597157
29.132587,37.263921,0.562051
29.717953,37.618414,0.526125
30.315083,37.950988,0.489309
30.923219,38.260587,0.451564
31.541520,38.546174,0.412891
32.169045,38.806760,0.373351
32.804743,39.041463,0.333077
33.447445,39.249562,0.292297
34.095895,39.430593,0.251353
34.749025,39.584481,0.210699
35.405878,39.711569,0.170931
36.065481,39.812665,0.132807
36.726902,39.889156,0.097253
37.389311,39.943111,0.065353
38.052054,39.977375,0.038333
38.714707,39.995644,0.017520
39.377100,40.002501,0.004296
40.039300,40.003427,0.000011
40.701466,40.004641,0.005337
41.363581,40.012307,0.019450
42.025444,40.031796,0.040973
42.686613,40.067548,0.068508
43.346402,40.123070,0.100714
44.003907,40.200979,0.136360
44.658076,40.303078,0.174362
45.307780,40.430458,0.213806
45.951880,40.583611,0.253947
46.589281,40.762547,0.294204
47.218973,40.966909,0.334150
47.840054,41.196077,0.373485
48.451729,41.449253,0.412016
49.053309,41.725537,0.449641
49.644202,42.023978,0.486320
50.223896,42.343617,0.522067
50.791942,42.683518,0.556930
51.347937,43.042787,0.590985
51.891512,43.420584,0.624326
52.422313,43.816128,0.657059
52.939990,44.228702,0.689298
53.444182,44.657650,0.721162
53.934513,45.102378,0.752773
54.410577,45.562347,0.784255
54.871933,46.037067,0.815733
55.318095,46.526093,0.847330
55.748530,47.029017,0.879172
56.162648,47.545459,0.911380
56.559799,48.075059,0.944073
56.939271,48.617466,0.977367
57.300291,49.172326,1.011367
57.642023,49.739272,1.046170
57.963578,50.317905,1.081850
58.264021,50.907782,1.118462
58.542396,51.508397,1.156019
58.797750,52.119165,1.194488
59.029175,52.739408,1.233770
59.235862,53.368340,1.273680
59.417170,54.005069,1.313928
59.572715,54.648594,1.354094
59.702468,55.297828,1.393611
59.806871,55.951632,1.431746
59.886955,56.608875,1.467596
59.944455,57.268493,1.500088
59.981908,57.929567,1.528003
60.002736,58.591388,1.550006
60.011294,59.253492,1.564698
60.012868,59.915656,1.570698
60.012199,60.577823,1.574460
60.006136,61.239957,1.587090
59.989149,61.901890,1.607383
59.956628,62.563229,1.633938
59.904901,63.223329,1.665398
59.831195,63.881321,1.700509
59.733569,64.536176,1.738160
59.610809,65.186772,1.777404
59.462326,65.831967,1.817467
59.288032,66.470655,1.857739
59.088225,67.101811,1.897766
58.863484,67.724510,1.937228
58.614582,68.337938,1.975914
58.342405,68.941390,2.013707
58.047899,69.534255,2.050556
57.732021,70.116008,2.086468
57.395716,70.686190,2.121485
57.039884,71.244393,2.155679
