15.000000,14.000000,0.000000
15.000000,14.000000,0.000000
15.001384,14.000000,0.000000
15.012130,14.000000,0.000000
15.045937,14.000000,0.000000
15.120180,14.000000,0.000000
15.250106,14.000000,0.000000
15.438593,14.000000,0.000000
15.678887,14.000000,0.000000
15.958087,14.000000,0.000000
16.262623,14.000000,0.000000
16.583392,14.000000,0.000000
16.914557,14.000000,0.000000
17.252309,14.000000,0.000000
17.593023,14.000000,0.000000
17.932248,14.000000,0.000000
18.264984,14.000000,0.000000
18.586182,14.000000,0.000000
18.893398,14.000000,0.000000
19.187210,14.000000,0.000000
19.470140,14.000000,0.000000
19.745817,14.000000,-0.001332
20.017966,13.999637,-0.002823
20.290194,13.998869,-0.006662
20.566036,13.997031,-0.007908
20.848985,13.994794,-0.016777
21.142477,13.989869,-0.011243
21.450014,13.986412,-0.037735
21.774791,13.974150,0.002858
22.120723,13.975139,-0.099543
22.489093,13.938348,0.102103
22.884198,13.978830,-0.341372
23.284629,13.836565,0.587874
23.666297,14.090940,-1.397352
23.748451,13.622035,-0.259990
24.399369,13.448884,0.392939
24.994316,13.695486,-0.994717
25.330269,13.178300,1.957806
25.076503,13.800941,0.276424
26.035094,14.072880,-0.723738
26.681628,13.501536,1.417551
26.797637,14.252619,0.205632
27.786034,14.458779,-0.512647
28.554648,14.026173,1.042970
28.912663,14.640262,0.166357
29.808352,14.790656,-0.325426
30.588238,14.527505,0.766098
31.097570,15.017546,-1.499574
31.150610,14.274086,-0.194226
31.999379,14.107129,0.675886
32.583159,14.575251,-1.088580
32.914075,13.943046,-0.057318
33.728403,13.896319,0.686198
34.289033,14.355456,-0.753531
34.772917,13.901470,0.112987
35.527714,13.987116,0.839136
35.990751,14.502798,-0.452350
36.605925,14.203850,2.599948
36.040850,14.543837,0.958707
36.644095,15.403120,0.408246
37.492223,15.769975,2.055797
37.144669,16.429491,-0.963379
37.633149,15.726725,0.865132
38.300866,16.510415,2.378648
37.706952,17.078239,-0.549345
38.490637,16.598464,1.161467
38.930441,17.612227,2.377375
38.289050,18.227007,-0.146786
39.195048,18.093056,1.279992
39.505632,19.130793,2.156602
39.011877,19.874962,0.247845
39.808152,20.076457,1.313883
40.051516,21.002786,1.898100
39.784628,21.788874,0.566914
40.437485,22.204499,3.295980
39.684060,22.087246,1.715854
39.522005,23.196574,0.633015
40.312096,23.776298,2.815685
39.501311,24.050309,1.546503
39.529594,25.214326,0.629967
40.358305,25.818510,2.454248
39.698935,26.359774,1.387743
39.904286,27.469024,0.600283
40.741842,28.042375,2.154586
40.287006,28.730897,1.241781
40.635399,29.751303,0.560485
41.474585,30.277998,1.896511
41.197330,31.098900,-1.051879
41.663474,30.282715,0.585478
42.758166,31.008525,1.521427
42.812544,32.109090,-0.571586
43.622585,31.588065,0.582606
44.663701,32.274057,1.217396
45.036858,33.285632,-0.234309
45.947607,33.068243,2.747349
45.038789,33.446333,1.037643
45.745281,34.643451,-0.165050
46.881294,34.454231,2.283533
46.188994,35.255228,0.876830
47.080661,36.326909,-0.151350
48.232310,36.151263,1.919209
47.890511,37.092261,0.720716
48.854846,37.939272,-0.171191
49.940115,37.751647,1.601208
49.912324,38.665201,0.565519
50.894151,39.288331,-0.217099
51.897830,39.066944,1.317527
52.107902,39.878575,0.413208
53.084331,40.306691,-0.276574
54.014813,40.042575,1.066652
54.426275,40.788389,-1.903770
54.129534,39.930384,-0.251947
55.381549,39.608094,0.698536
56.212863,40.306223,-1.397326
56.373938,39.387011,-0.227420
57.562325,39.111991,0.486663
58.496821,39.606441,-1.033297
